Sort Index,Vocab-Japan,Vocab-Furigana,Vocab-English,audio file,Sent-Japan,Sent-Furigana,Sent-English,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent,Digital Sort,4 Digit Sort,Vocab-Audio,Sent/Vocab-English
JLPT_Tango_N5_0192,もんだい,もんだい,Problem / Question,[sound:JLPT_Tango_N5_0192.mp3],<b>もんだい</b>を読んでください。,<b>もんだい</b>を 読[よ]んでください。,Please read the question.,,,,,Ch 02 - 勉強,Sect 05 - 勉強,X,192,0192,JLPT_Tango_N5_0192.mp3,<b>Problem / Question</b><div>Please read the question.</div>
JLPT_Tango_N5_0193,れい,れい,Example,[sound:JLPT_Tango_N5_0193.mp3],<b>れい</b>を見てください。,<b>れい</b>を 見[み]てください。,Please look at the example.,,,,,Ch 02 - 勉強,Sect 05 - 勉強,X,193,0193,JLPT_Tango_N5_0193.mp3,<b>Example</b><div>Please look at the example.</div>
JLPT_Tango_N5_0194,こたえ,こたえ,Answer,[sound:JLPT_Tango_N5_0194.mp3],<b>こたえ</b>がわかりません。,<b>こたえ</b>がわかりません。,I don't know the answer.,,,,,Ch 02 - 勉強,Sect 05 - 勉強,X,194,0194,JLPT_Tango_N5_0194.mp3,<b>Answer</b><div>I don't know the answer.</div>
JLPT_Tango_N5_0195,しつもん(する),しつもん(する),Question,[sound:JLPT_Tango_N5_0195.mp3],先生に<b>しつもんし</b>ます。,先生[せんせい]に<b>しつもんし</b>ます。,I have a question for the teacher.,,,,,Ch 02 - 勉強,Sect 05 - 勉強,X,195,0195,JLPT_Tango_N5_0195.mp3,<b>しつもん(する) - Question</b><div>I have a question for the teacher.</div>
JLPT_Tango_N5_0196,けんがく(する),けんがく(する),Observation,[sound:JLPT_Tango_N5_0196.mp3],にほんご学校を<b>けんがくし</b>ました。,にほんご 学校[がっこう]を<b>けんがくし</b>ました。,I went to observe the Japanese language school.,,,,,Ch 02 - 勉強,Sect 05 - 勉強,X,196,0196,JLPT_Tango_N5_0196.mp3,<b>けんがく(する) - Observation</b><div>I went to observe the Japanese language school.</div>
JLPT_Tango_N5_0197,かいしゃ,かいしゃ,Company,[sound:JLPT_Tango_N5_0197.mp3],トヨタは日本の<b>かいしゃ</b>です。,トヨタは 日本[にほん]の<b>かいしゃ</b>です。,Toyota is a Japanese company.,,,,,Ch 03 - 仕事,Sect 01 - 働く,X,197,0197,JLPT_Tango_N5_0197.mp3,<b>Company</b><div>Toyota is a Japanese company.</div>
JLPT_Tango_N5_0198,ぎんこう,ぎんこう,Bank,[sound:JLPT_Tango_N5_0198.mp3],おとうとは<b>ぎんこう</b>ではたらいています。,おとうとは<b>ぎんこう</b>ではたらいています。,My younger brother works at a bank.,,,,,Ch 03 - 仕事,Sect 01 - 働く,X,198,0198,JLPT_Tango_N5_0198.mp3,<b>Bank</b><div>My younger brother works at a bank.</div>
JLPT_Tango_N5_0199,はたらく,はたらく,Work,[sound:JLPT_Tango_N5_0199.mp3],まいにち、<b>はたらき</b>ます。,まいにち、<b>はたらき</b>ます。,I work every day.,,,,,Ch 03 - 仕事,Sect 01 - 働く,X,199,0199,JLPT_Tango_N5_0199.mp3,<b>はたらく - Work</b><div>I work every day.</div>
JLPT_Tango_N5_0200,休む,休[やす]む,"take a leave of absence, rest",[sound:JLPT_Tango_N5_0200.mp3],きのう、かいしゃを<b>休み</b>ました。,きのう、かいしゃを <b>休[やす]み</b>ました。,"Yesterday, I took a leave of absence from work.",,,,,Ch 03 - 仕事,Sect 01 - 働く,X,200,0200,JLPT_Tango_N5_0200.mp3,"<b>休む - take a leave of absence, rest</b><div>Yesterday, I took a leave of absence from work.</div>"
JLPT_Tango_N5_0201,休み,休[やす]み,"Holiday, Day Off",[sound:JLPT_Tango_N5_0201.mp3],<b>休み</b>は土よう日と日よう日です。,<b>休[やす]み</b>は 土[ど]よう 日[び]と 日[にち]よう 日[び]です。,The days off are Saturdays and Sundays.,,,,,Ch 03 - 仕事,Sect 01 - 働く,X,201,0201,JLPT_Tango_N5_0201.mp3,"<b>Holiday, Day Off</b><div>The days off are Saturdays and Sundays.</div>"
JLPT_Tango_N5_0202,ひる休み,ひる 休[やす]み,Lunch Break,[sound:JLPT_Tango_N5_0202.mp3],<b>ひる休み</b>にしゅくだいをします。,<b>ひる 休[やす]み</b>にしゅくだいをします。,I do my homework during lunch break.,,,,,Ch 03 - 仕事,Sect 01 - 働く,X,202,0202,JLPT_Tango_N5_0202.mp3,<b>Lunch Break</b><div>I do my homework during lunch break.</div>
JLPT_Tango_N5_0203,ひまな,ひまな,"Not Busy, Free",[sound:JLPT_Tango_N5_0203.mp3],あしたは<b>ひま</b>です。,あしたは<b>ひま</b>です。,I am not busy tomorrow.,,,,,Ch 03 - 仕事,Sect 01 - 働く,X,203,0203,JLPT_Tango_N5_0203.mp3,"<b>ひまな - Not Busy, Free</b><div>I am not busy tomorrow.</div>"
JLPT_Tango_N5_0204,いそがしい,いそがしい,Busy,[sound:JLPT_Tango_N5_0204.mp3],まいにち、<b>いそがしい</b>です。,まいにち、<b>いそがしい</b>です。,I am busy every day.,,,,,Ch 03 - 仕事,Sect 01 - 働く,X,204,0204,JLPT_Tango_N5_0204.mp3,<b>Busy</b><div>I am busy every day.</div>
JLPT_Tango_N5_0205,ざんぎょう(する),ざんぎょう(する),Overtime Work,[sound:JLPT_Tango_N5_0205.mp3],きょうは<b>ざんぎょうし</b>ます。,きょうは<b>ざんぎょうし</b>ます。,Today I will work overtime.,,,,,Ch 03 - 仕事,Sect 01 - 働く,X,205,0205,JLPT_Tango_N5_0205.mp3,<b>ざんぎょう(する) - Overtime Work</b><div>Today I will work overtime.</div>
JLPT_Tango_N5_0206,しゅっちょう(する),しゅっちょう(する),Take a Business Trip,[sound:JLPT_Tango_N5_0206.mp3],フランスへ<b>しゅっちょうし</b>ます。,フランスへ<b>しゅっちょうし</b>ます。,I will take a business trip to France.,,,,,Ch 03 - 仕事,Sect 01 - 働く,X,206,0206,JLPT_Tango_N5_0206.mp3,<b>しゅっちょう(する) - Take a Business Trip</b><div>I will take a business trip to France.</div>
JLPT_Tango_N5_0207,じむしょ,じむしょ,Office,[sound:JLPT_Tango_N5_0207.mp3],<b>じむしょ</b>はたいわんにあります。,<b>じむしょ</b>はたいわんにあります。,The office is in Taiwan.,,,,,Ch 03 - 仕事,Sect 01 - 働く,X,207,0207,JLPT_Tango_N5_0207.mp3,<b>Office</b><div>The office is in Taiwan.</div>
JLPT_Tango_N5_0208,こうじょう,こうじょう,Factory,[sound:JLPT_Tango_N5_0208.mp3],ちゅうごくに大きい<b>こうじょう</b>があります。,ちゅうごくに 大[おお]きい<b>こうじょう</b>があります。,There is a large factory in China.,,,,,Ch 03 - 仕事,Sect 01 - 働く,X,208,0208,JLPT_Tango_N5_0208.mp3,<b>Factory</b><div>There is a large factory in China.</div>
JLPT_Tango_N5_0209,うけつけ,うけつけ,Reception (Desk),[sound:JLPT_Tango_N5_0209.mp3],<b>うけつけ</b>で聞いてください。,<b>うけつけ</b>で 聞[き]いてください。,Please ask at the reception desk.,,,,,Ch 03 - 仕事,Sect 01 - 働く,X,209,0209,JLPT_Tango_N5_0209.mp3,<b>Reception (Desk)</b><div>Please ask at the reception desk.</div>
JLPT_Tango_N5_0210,かいぎ,かいぎ,Meeting,[sound:JLPT_Tango_N5_0210.mp3],きょう、<b>かいぎ</b>があります。,きょう、<b>かいぎ</b>があります。,There is a meeting today.,,,,,Ch 03 - 仕事,Sect 01 - 働く,X,210,0210,JLPT_Tango_N5_0210.mp3,<b>Meeting</b><div>There is a meeting today.</div>
JLPT_Tango_N5_0211,かいぎしつ,かいぎしつ,Meeting Room,[sound:JLPT_Tango_N5_0211.mp3],山田さんは<b>かいぎしつ</b>にいます。,山田[やまだ]さんは<b>かいぎしつ</b>にいます。,Yamada-san is in the meeting room.,,,,,Ch 03 - 仕事,Sect 01 - 働く,X,211,0211,JLPT_Tango_N5_0211.mp3,<b>Meeting Room</b><div>Yamada-san is in the meeting room.</div>
JLPT_Tango_N5_0212,電話,電話[でんわ],Telephone,[sound:JLPT_Tango_N5_0212.mp3],かいぎしつに<b>電話</b>がありません。,かいぎしつに <b>電話[でんわ]</b>がありません。,There is no telephone in the meeting room.,,,,,Ch 03 - 仕事,Sect 01 - 働く,X,212,0212,JLPT_Tango_N5_0212.mp3,<b>Telephone</b><div>There is no telephone in the meeting room.</div>
JLPT_Tango_N5_0213,(電話を)かける,(電話[でんわ]を)かける,Make a Phone Call,[sound:JLPT_Tango_N5_0213.mp3],かいしゃに電話を<b>かけ</b>ます。,かいしゃに 電話[でんわ]を<b>かけ</b>ます。,I will call the company.,,,,,Ch 03 - 仕事,Sect 01 - 働く,X,213,0213,JLPT_Tango_N5_0213.mp3,<b>(電話を)かける - Make a Phone Call</b><div>I will call the company.</div>
JLPT_Tango_N5_0214,もしもし,もしもし,Hello,[sound:JLPT_Tango_N5_0214.mp3],A 「<b>もしもし</b>、山田さんですか。」 -- B 「はい、そうです。」,A「<b>もしもし</b>、 山田[やまだ]さんですか。」 -- B「はい、そうです。」,"A, Hello, is this Yamada-san? -- B. Yes it is.",,,,,Ch 03 - 仕事,Sect 01 - 働く,X,214,0214,JLPT_Tango_N5_0214.mp3,"<b>Hello</b><div>A, Hello, is this Yamada-san?</div><div>B. Yes it is.</div>"
JLPT_Tango_N5_0215,電話ばんごう,電話[でんわ]ばんごう,Phone Number,[sound:JLPT_Tango_N5_0215.mp3],A 「山田さんの<b>電話ばんごう</b>をしっていますか。」,A「 山田[やまだ]さんの <b>電話[でんわ]ばんごう</b>をしっていますか。」,A. Do you know Yamada-san's phone number?,,,,,Ch 03 - 仕事,Sect 01 - 働く,X,215,0215,JLPT_Tango_N5_0215.mp3,<div><b>Phone Number</b></div>A. Do you know Yamada-san's phone number?
JLPT_Tango_N5_0216,しる,しる,Know,[sound:JLPT_Tango_N5_0216.mp3],B 「いいえ、<b>しり</b>ません。」,B「いいえ、<b>しり</b>ません。」,"B. No, I don't know.",,,,,Ch 03 - 仕事,Sect 01 - 働く,X,216,0216,JLPT_Tango_N5_0216.mp3,"<div><b>しる - Know</b></div>B. No, I don't know."
JLPT_Tango_N5_0217,何ばん,何[なん]ばん,What Number,[sound:JLPT_Tango_N5_0217.mp3],電話ばんごうは<b>何ばん</b>ですか。,電話[でんわ]ばんごうは <b>何[なん]ばん</b>ですか。,What is the phone number?,,,,,Ch 03 - 仕事,Sect 01 - 働く,X,217,0217,JLPT_Tango_N5_0217.mp3,<b>What Number</b><div>What is the phone number?</div>
JLPT_Tango_N5_0218,おしえる,おしえる,"Teach, Tell",[sound:JLPT_Tango_N5_0218.mp3],電話ばんごうを<b>おしえて</b>ください。,電話[でんわ]ばんごうを<b>おしえて</b>ください。,Please tell me the phone number.,,,,,Ch 03 - 仕事,Sect 01 - 働く,X,218,0218,JLPT_Tango_N5_0218.mp3,"<b>おしえる - Teach, Tell</b><div>Please tell me the phone number.</div>"
JLPT_Tango_N5_0219,てつだう,てつだう,Help,[sound:JLPT_Tango_N5_0219.mp3],父のしごとを<b>てつだい</b>ます。,父[ちち]のしごとを<b>てつだい</b>ます。,I help with my father's work.,,,,,Ch 03 - 仕事,Sect 01 - 働く,X,219,0219,JLPT_Tango_N5_0219.mp3,<b>てつだう - Help</b><div>I help with my father's work.</div>
JLPT_Tango_N5_0220,つくる,つくる,Make,[sound:JLPT_Tango_N5_0220.mp3],これは日本のこうじょうで<b>つくり</b>ました。,これは 日本[にほん]のこうじょうで<b>つくり</b>ました。,This was made at a Japanese factory.,,,,,Ch 03 - 仕事,Sect 01 - 働く,X,220,0220,JLPT_Tango_N5_0220.mp3,<b>つくる - Make</b><div>This was made at a Japanese factory.</div>
JLPT_Tango_N5_0221,やくにたつ,やくにたつ,Helpful,[sound:JLPT_Tango_N5_0221.mp3],これは<b>やくにたち</b>ます。,これは<b>やくにたち</b>ます。,This will be helpful.,,,,,Ch 03 - 仕事,Sect 01 - 働く,X,221,0221,JLPT_Tango_N5_0221.mp3,<b>やくにたつ - Helpful</b><div>This will be helpful.</div>
JLPT_Tango_N5_0222,しごと,しごと,"Work, Job",[sound:JLPT_Tango_N5_0222.mp3],A 「(お)<b>しごと</b>は？」 -- B 「きょうしです。」,A「(お)<b>しごと</b>は？」 -- B「きょうしです。」,A. What is your job? -- B. I am a teacher.,,,,,Ch 03 - 仕事,Sect 02 - 仕事,X,222,0222,JLPT_Tango_N5_0222.mp3,"<b>Work, Job</b><div>A. What is your job?</div><div>B. I am a teacher.</div>"
JLPT_Tango_N5_0223,かいしゃいん,かいしゃいん,Office Worker,[sound:JLPT_Tango_N5_0223.mp3],,,,,,,,Ch 03 - 仕事,Sect 02 - 仕事,,223,0223,JLPT_Tango_N5_0223.mp3,<b>Office Worker</b>
JLPT_Tango_N5_0224,ぎんこういん,ぎんこういん,Bank Worker,[sound:JLPT_Tango_N5_0224.mp3],,,,,,,,Ch 03 - 仕事,Sect 02 - 仕事,,224,0224,JLPT_Tango_N5_0224.mp3,<b>Bank Worker</b>
JLPT_Tango_N5_0225,いしゃ / おいしゃさん,いしゃ / おいしゃさん,Doctor,[sound:JLPT_Tango_N5_0225.mp3],,,,,,,,Ch 03 - 仕事,Sect 02 - 仕事,,225,0225,JLPT_Tango_N5_0225.mp3,<b>Doctor</b>
JLPT_Tango_N5_0226,かんごし / かんごしさん,かんごし / かんごしさん,Nurse,[sound:JLPT_Tango_N5_0226.mp3],,,,,,,,Ch 03 - 仕事,Sect 02 - 仕事,,226,0226,JLPT_Tango_N5_0226.mp3,<b>Nurse</b>
JLPT_Tango_N5_0227,かいごし / かいごしさん,かいごし / かいごしさん,Nurse / Care Worker,[sound:JLPT_Tango_N5_0227.mp3],,,,,,,,Ch 03 - 仕事,Sect 02 - 仕事,,227,0227,JLPT_Tango_N5_0227.mp3,<b>Nurse / Care Worker</b>
JLPT_Tango_N5_0228,けいさつかん / おまわりさん,けいさつかん / おまわりさん,Policeman / Policewoman,[sound:JLPT_Tango_N5_0228.mp3],,,,,,,,Ch 03 - 仕事,Sect 02 - 仕事,,228,0228,JLPT_Tango_N5_0228.mp3,<b>Policeman / Policewoman</b>
JLPT_Tango_N5_0229,えきいん / えきいんさん,えきいん / えきいんさん,Train Station Staff,[sound:JLPT_Tango_N5_0229.mp3],,,,,,,,Ch 03 - 仕事,Sect 02 - 仕事,,229,0229,JLPT_Tango_N5_0229.mp3,<b>Train Station Staff</b>
JLPT_Tango_N5_0230,うんてんしゅ / うんてんしゅさん,うんてんしゅ / うんてんしゅさん,Car Driver,[sound:JLPT_Tango_N5_0230.mp3],,,,,,,,Ch 03 - 仕事,Sect 02 - 仕事,,230,0230,JLPT_Tango_N5_0230.mp3,<b>Car Driver</b>
JLPT_Tango_N5_0231,しゃちょう,しゃちょう,Company President,[sound:JLPT_Tango_N5_0231.mp3],,,,,,,,Ch 03 - 仕事,Sect 02 - 仕事,,231,0231,JLPT_Tango_N5_0231.mp3,<b>Company President</b>
JLPT_Tango_N5_0232,ぶちょう,ぶちょう,Director / Senior Manager,[sound:JLPT_Tango_N5_0232.mp3],,,,,,,,Ch 03 - 仕事,Sect 02 - 仕事,,232,0232,JLPT_Tango_N5_0232.mp3,<b>Director / Senior Manager</b>
JLPT_Tango_N5_0233,かちょう,かちょう,Manager,[sound:JLPT_Tango_N5_0233.mp3],,,,,,,,Ch 03 - 仕事,Sect 02 - 仕事,,233,0233,JLPT_Tango_N5_0233.mp3,<b>Manager</b>
JLPT_Tango_N5_0234,しゃいん,しゃいん,Worker,[sound:JLPT_Tango_N5_0234.mp3],,,,,,,,Ch 03 - 仕事,Sect 02 - 仕事,,234,0234,JLPT_Tango_N5_0234.mp3,<b>Worker</b>
JLPT_Tango_N5_0235,これ,これ,This (Close to you),[sound:JLPT_Tango_N5_0235.mp3],<b>これ</b>はにほんごの本です。,<b>これ</b>はにほんごの 本[ほん]です。,This is a Japanese book.,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,X,235,0235,JLPT_Tango_N5_0235.mp3,<b>This (Close to you)</b><div>This is a Japanese book.</div>
JLPT_Tango_N5_0236,それ,それ,That (Far Away),[sound:JLPT_Tango_N5_0236.mp3],<b>それ</b>はちゅうごくの本です。,<b>それ</b>はちゅうごくの 本[ほん]です。,That is a Chinese book.,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,X,236,0236,JLPT_Tango_N5_0236.mp3,<b>That (Far Away)</b><div>That is a Chinese book.</div>
JLPT_Tango_N5_0237,あれ,あれ,That (Very Far Away),[sound:JLPT_Tango_N5_0237.mp3],<b>あれ</b>はパソコンです。,<b>あれ</b>はパソコンです。,That is a personal computer.,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,X,237,0237,JLPT_Tango_N5_0237.mp3,<b>That (Very Far Away)</b><div>That is a personal computer.</div>
JLPT_Tango_N5_0238-01,どれ,どれ,Which,[sound:JLPT_Tango_N5_0238-01.mp3],A 「山田さんのかさは<b>どれ</b>ですか。」 -- B 「これです。」,A「 山田[やまだ]さんのかさは<b>どれ</b>ですか。」 -- B「これです。」,"A. Which umbrella is yours, Yamada-san? -- B. This one.",,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,X,238.1,0238-01,JLPT_Tango_N5_0238-01.mp3,"<b>Which</b><div>A. Which umbrella is yours, Yamada-san?</div><div>B. This one.</div>"
JLPT_Tango_N5_0238-02,どれ,A「先生[せんせい]のかばんはどれですか。」 -- B「あれです」,Which,[sound:JLPT_Tango_N5_0238-02.mp3],A「先生のかばんは<b>どれ</b>ですか。」 -- B「あれです」,A「先生[せんせい]のかばんはどれですか。」 -- B「あれです」,A. Which bag is the teacher's?  -- B. That one. ,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,X,238.2,0238-02,JLPT_Tango_N5_0238-02.mp3,<b>Which</b>A. Which bag is the teacher's?  -- B. That one. 
JLPT_Tango_N5_0239,この,この,This,[sound:JLPT_Tango_N5_0239.mp3],山田さんの本はどれですか。<b>この</b>本ですか。,山田[やまだ]さんの 本[ほん]はどれですか。<b>この</b> 本[ほん]ですか。,Which book is Yamada-san's? Is it this book?,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,X,239,0239,JLPT_Tango_N5_0239.mp3,<b>This</b><div>Which book is Yamada-san's? Is it this book?</div>
JLPT_Tango_N5_0240,その,その,That,[sound:JLPT_Tango_N5_0240.mp3],<b>その</b>本ですか。,<b>その</b> 本[ほん]ですか。,Is it that book?,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,X,240,0240,JLPT_Tango_N5_0240.mp3,<b>That</b><div>Is it that book?</div>
JLPT_Tango_N5_0241,あの,あの,That,[sound:JLPT_Tango_N5_0241.mp3],<b>あの</b>本ですか。,<b>あの</b> 本[ほん]ですか。,That book over there?,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,X,241,0241,JLPT_Tango_N5_0241.mp3,<b>That</b><div>That book over there?</div>
JLPT_Tango_N5_0242,どの,どの,Which,[sound:JLPT_Tango_N5_0242.mp3],<b>どの</b>本ですか。,<b>どの</b> 本[ほん]ですか。,Which book is it?,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,X,242,0242,JLPT_Tango_N5_0242.mp3,<b>Which</b><div>Which book is it?</div>
JLPT_Tango_N5_0243,何,何[なん],What,[sound:JLPT_Tango_N5_0243.mp3],A 「これは<b>何</b>ですか。」 -- B 「本です。」,A「これは <b>何[なん]</b>ですか。」 -- B「 本[ほん]です。」,A. What is this? -- B. It's a book.,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,X,243,0243,JLPT_Tango_N5_0243.mp3,<b>What</b><div>A. What is this?</div><div>B. It's a book.</div>
JLPT_Tango_N5_0244,めいし,めいし,Name Card,[sound:JLPT_Tango_N5_0244.mp3],,,,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,,244,0244,JLPT_Tango_N5_0244.mp3,<b>Name Card</b>
JLPT_Tango_N5_0245,ケータイ,ケータイ,Cell Phone,[sound:JLPT_Tango_N5_0245.mp3],,,,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,,245,0245,JLPT_Tango_N5_0245.mp3,<b>Cell Phone</b>
JLPT_Tango_N5_0246,スマホ,スマホ,Smartphone,[sound:JLPT_Tango_N5_0246.mp3],,,,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,,246,0246,JLPT_Tango_N5_0246.mp3,<b>Smartphone</b>
JLPT_Tango_N5_0247,でんち,でんち,Battery,[sound:JLPT_Tango_N5_0247.mp3],,,,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,,247,0247,JLPT_Tango_N5_0247.mp3,<b>Battery</b>
JLPT_Tango_N5_0248,ノート,ノート,Notebook,[sound:JLPT_Tango_N5_0248.mp3],,,,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,,248,0248,JLPT_Tango_N5_0248.mp3,<b>Notebook</b>
JLPT_Tango_N5_0249,かみ (書く),かみ ( 書[か]く),Paper,[sound:JLPT_Tango_N5_0249.mp3],,,,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,,249,0249,JLPT_Tango_N5_0249.mp3,<b>Paper</b>
JLPT_Tango_N5_0250,てちょう,てちょう,Pocket Notebook,[sound:JLPT_Tango_N5_0250.mp3],,,,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,,250,0250,JLPT_Tango_N5_0250.mp3,<b>Pocket Notebook</b>
JLPT_Tango_N5_0251,ボールペン,ボールペン,Ball Point Pen,[sound:JLPT_Tango_N5_0251.mp3],,,,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,,251,0251,JLPT_Tango_N5_0251.mp3,<b>Ball Point Pen</b>
JLPT_Tango_N5_0252,シャープペンシル,シャープペンシル,Mechanical Pencil,[sound:JLPT_Tango_N5_0252.mp3],,,,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,,252,0252,JLPT_Tango_N5_0252.mp3,<b>Mechanical Pencil</b>
JLPT_Tango_N5_0253,えんぴつ,えんぴつ,Pencil,[sound:JLPT_Tango_N5_0253.mp3],,,,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,,253,0253,JLPT_Tango_N5_0253.mp3,<b>Pencil</b>
JLPT_Tango_N5_0254,けしゴム,けしゴム,Eraser,[sound:JLPT_Tango_N5_0254.mp3],,,,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,,254,0254,JLPT_Tango_N5_0254.mp3,<b>Eraser</b>
JLPT_Tango_N5_0255,パンチ,パンチ,Hole Puncher,[sound:JLPT_Tango_N5_0255.mp3],,,,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,,255,0255,JLPT_Tango_N5_0255.mp3,<b>Hole Puncher</b>
JLPT_Tango_N5_0256,ホッチキス,ホッチキス,Stapler,[sound:JLPT_Tango_N5_0256.mp3],,,,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,,256,0256,JLPT_Tango_N5_0256.mp3,<b>Stapler</b>
JLPT_Tango_N5_0257,セロテープ,セロテープ,Cellophane Tape,[sound:JLPT_Tango_N5_0257.mp3],,,,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,,257,0257,JLPT_Tango_N5_0257.mp3,<b>Cellophane Tape</b>
JLPT_Tango_N5_0258,はさみ,はさみ,Scissors,[sound:JLPT_Tango_N5_0258.mp3],,,,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,,258,0258,JLPT_Tango_N5_0258.mp3,<b>Scissors</b>
JLPT_Tango_N5_0259,はこ,はこ,Box,[sound:JLPT_Tango_N5_0259.mp3],,,,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,,259,0259,JLPT_Tango_N5_0259.mp3,<b>Box</b>
JLPT_Tango_N5_0260,コンピューター,コンピューター,Computer,[sound:JLPT_Tango_N5_0260.mp3],まいにち、<b>コンピューター</b>をつかいます。,まいにち、<b>コンピューター</b>をつかいます。,I use the computer every day.,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,X,260,0260,JLPT_Tango_N5_0260.mp3,<b>Computer</b><div>I use the computer every day.</div>
JLPT_Tango_N5_0261,パソコン,パソコン,Personal Computer,[sound:JLPT_Tango_N5_0261.mp3],これはあにの<b>パソコン</b>です。,これはあにの<b>パソコン</b>です。,This is my older brother's personal computer.,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,X,261,0261,JLPT_Tango_N5_0261.mp3,<b>Personal Computer</b><div>This is my older brother's personal computer.</div>
JLPT_Tango_N5_0262,インターネット,インターネット,Internet,[sound:JLPT_Tango_N5_0262.mp3],<b>インターネット</b>で電話ばんごうをしらべます。,<b>インターネット</b>で 電話[でんわ]ばんごうをしらべます。,I will check the phone number on the internet.,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,X,262,0262,JLPT_Tango_N5_0262.mp3,<b>Internet</b><div>I will check the phone number on the internet.</div>
JLPT_Tango_N5_0263,しりょう,しりょう,Materials,[sound:JLPT_Tango_N5_0263.mp3],これはかいぎの<b>しりょう</b>です。,これはかいぎの<b>しりょう</b>です。,These are the materials for the meeting.,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,X,263,0263,JLPT_Tango_N5_0263.mp3,<b>Materials</b><div>These are the materials for the meeting.</div>
JLPT_Tango_N5_0264,きる,きる,Cut,[sound:JLPT_Tango_N5_0264.mp3],はさみでかみを<b>きり</b>ます。,はさみでかみを<b>きり</b>ます。,I will cut the paper with a pair of scissors.,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,X,264,0264,JLPT_Tango_N5_0264.mp3,<b>きる - Cut</b><div>I will cut the paper with a pair of scissors.</div>
JLPT_Tango_N5_0265,つかう,つかう,Use,[sound:JLPT_Tango_N5_0265.mp3],このはさみを<b>つかって</b>ください。,このはさみを<b>つかって</b>ください。,Please use this pair of scissors.,,,,,Ch 03 - 仕事,Sect 03 - これは何ですか。,X,265,0265,JLPT_Tango_N5_0265.mp3,<b>つかう - Use</b><div>Please use this pair of scissors.</div>
JLPT_Tango_N5_0266,何個,何[なん] 個[こ],How Many (Small Objects),[sound:JLPT_Tango_N5_0266.mp3],A 「けしゴムが<b>何個</b>ありますか。」 -- B 「１０個です。」,A「けしゴムが <b>何[なん] 個[こ]</b>ありますか。」 -- B「１０ 個[こ]です。」,A. How many erasers are there? -- B. There are 10 of them.,,,,,Ch 03 - 仕事,Sect 04 - 何個ありますか。,X,266,0266,JLPT_Tango_N5_0266.mp3,<b>How Many (Small Objects)</b><div>A. How many erasers are there?</div><div>B. There are 10 of them.</div>
JLPT_Tango_N5_0267-01,一個,一個[いっこ],1 Small Object,[sound:JLPT_Tango_N5_0267-01.mp3],,,,,,,,Ch 03 - 仕事,Sect 04 - 何個ありますか。,,267.01,0267-01,JLPT_Tango_N5_0267-01.mp3,<div><b>1 Small Object</b></div>
JLPT_Tango_N5_0267-02,二個,二個[にこ],2 Small Objects,[sound:JLPT_Tango_N5_0267-02.mp3],,,,,,,,Ch 03 - 仕事,Sect 04 - 何個ありますか。,,267.02,0267-02,JLPT_Tango_N5_0267-02.mp3,<b>2 Small Objects</b>
JLPT_Tango_N5_0267-03,三個,三個[さんこ],3 Small Objects,[sound:JLPT_Tango_N5_0267-03.mp3],,,,,,,,Ch 03 - 仕事,Sect 04 - 何個ありますか。,,267.03,0267-03,JLPT_Tango_N5_0267-03.mp3,<b>3 Small Objects</b>
JLPT_Tango_N5_0267-04,四個,四個[よんこ],4 Small Objects,[sound:JLPT_Tango_N5_0267-04.mp3],,,,,,,,Ch 03 - 仕事,Sect 04 - 何個ありますか。,,267.04,0267-04,JLPT_Tango_N5_0267-04.mp3,<b>4 Small Objects</b>
